id,carat,cut,color,clarity,depth,table,x,y,z,price
6416,0.7,Premium,H,VVS2,59.6,59.0,5.83,5.78,3.46,2717
19667,0.34,Ideal,G,VS2,62.0,54.0,4.5,4.47,2.78,765
6760,2.21,Very Good,I,SI1,62.9,59.0,8.3,8.34,5.23,17784
15620,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,6237
4681,1.91,Fair,H,SI2,64.6,56.0,7.76,7.7,4.99,6632
12362,0.31,Ideal,D,SI1,62.6,57.0,4.32,4.3,2.7,732
14738,0.76,Premium,J,VS2,59.9,59.0,5.94,5.92,3.55,2052
463,0.44,Very Good,E,SI1,62.9,58.0,4.85,4.88,3.06,810
7935,0.29,Very Good,E,VVS1,60.9,61.0,4.23,4.27,2.59,629
21185,0.34,Very Good,E,VS2,62.6,58.0,4.43,4.45,2.78,745
15467,0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100
20400,1.77,Ideal,D,SI2,60.9,53.0,7.92,7.85,4.8,10051
11124,1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,5534
12492,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3659
6699,1.21,Very Good,H,SI1,63.3,57.0,6.77,6.7,4.26,6058
26331,2.24,Premium,J,SI2,,59.0,8.37,8.33,5.19,13827
26062,2.37,Premium,H,SI2,62.3,57.0,8.55,8.5,5.31,16021
6620,1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
26136,0.3,Premium,H,SI1,60.8,61.0,4.3,4.25,2.6,540
4075,0.52,Very Good,D,SI1,63.8,56.0,5.06,5.1,3.24,1452
4916,0.41,Ideal,G,VVS2,61.3,56.0,4.77,4.76,2.92,1076
2703,0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
9435,0.28,Ideal,E,VVS1,62.0,56.0,4.23,4.19,2.61,828
22963,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25,6388
10135,0.9,Premium,H,SI2,59.2,60.0,6.3,6.24,3.71,3326
4357,0.33,Ideal,G,IF,61.7,55.0,4.47,4.48,2.76,946
17965,0.53,Ideal,G,VVS2,61.7,56.0,5.2,5.23,3.22,1948
22877,0.29,Very Good,H,VVS2,62.2,54.0,4.23,4.26,2.64,466
10343,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
2382,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1384
6382,1.52,Premium,H,VVS2,62.8,57.0,7.38,7.27,4.6,12232
11753,1.08,Premium,H,VS2,62.1,58.0,6.63,6.51,4.08,5250
9190,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
24884,0.39,Ideal,D,VVS2,61.8,57.0,4.67,4.71,2.9,1232
5744,0.59,Ideal,E,VVS2,61.0,58.0,5.39,5.43,3.3,2515
15695,1.61,Ideal,F,SI1,60.9,57.0,7.58,7.51,4.6,10197
6679,0.57,Ideal,F,VS2,61.3,57.0,5.35,5.39,3.29,1612
14775,0.32,Ideal,F,VVS1,61.7,56.0,4.42,4.4,2.72,990
6098,0.52,Premium,G,SI2,58.4,62.0,5.33,5.28,3.1,1076
18480,0.23,Ideal,E,VS1,61.9,55.0,3.94,3.98,2.45,586
5922,1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,6699
10982,0.5,Ideal,E,VS1,62.0,58.0,5.09,5.14,3.17,1755
22071,0.57,Ideal,F,VS2,61.6,56.0,5.37,5.34,3.3,1684
17736,1.28,Very Good,H,SI2,60.4,61.0,7.08,7.03,4.26,6766
5306,1.05,Ideal,H,SI1,61.9,57.0,6.54,6.57,4.06,5342
10573,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
11922,0.71,Premium,D,SI1,61.4,58.0,5.75,5.79,3.54,2913
5618,0.41,Premium,G,VS1,60.2,59.0,4.79,4.84,2.9,899
21484,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8950
13524,0.62,Ideal,H,VS2,61.2,54.0,5.51,5.6,3.4,1616
9402,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1841
16651,1.01,Premium,E,SI2,,60.0,6.49,6.46,3.91,4878
16878,1.01,Ideal,J,VS2,61.3,57.0,6.47,6.54,3.99,4486
3913,0.33,Very Good,D,SI2,63.3,53.0,4.42,4.39,2.79,631
1431,0.43,Premium,G,VS2,62.3,58.0,4.85,4.81,3.01,1113
2530,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4660
20761,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
26681,2.21,Premium,F,SI2,59.6,60.0,8.53,8.49,5.07,16657
22503,0.9,Very Good,G,SI2,63.1,55.0,6.16,6.13,3.88,3452
6449,1.0,Premium,G,SI1,60.1,61.0,6.44,6.4,3.86,3634
9914,1.25,Premium,J,SI1,61.8,55.0,6.91,6.82,4.24,5607
7647,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,14709
22237,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
2327,0.72,Very Good,H,SI2,63.5,58.0,5.65,5.68,3.6,1942
4922,0.59,Ideal,D,SI1,61.4,55.0,5.41,5.43,3.33,1783
9419,1.5,Good,G,VS1,63.6,57.0,7.23,7.14,4.57,10036
24222,1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,4363
3949,0.91,Ideal,H,VS1,60.8,58.0,6.27,6.32,3.83,4939
23255,0.77,Fair,J,VS1,61.2,66.0,5.92,5.83,3.6,2005
9571,0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
472,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674
13244,1.01,Premium,H,SI1,59.2,58.0,6.58,6.56,3.89,3417
17625,0.36,Ideal,G,VS1,62.3,57.0,4.57,4.55,2.84,869
9786,0.91,Very Good,H,VS2,63.7,57.0,6.1,6.12,3.89,3924
23598,1.0,Very Good,H,SI2,63.7,58.0,6.31,6.35,4.03,4395
10688,0.32,Ideal,G,VVS1,61.1,57.0,4.43,4.41,2.7,1080
3324,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
18906,1.0,Premium,H,SI2,60.2,61.0,6.48,6.44,3.89,3920
17138,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
15761,0.9,Very Good,H,SI2,61.1,63.0,6.19,6.12,3.76,3105
25849,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,590
1163,0.31,Very Good,F,VS2,62.9,58.0,4.27,4.31,2.7,625
25821,0.26,Ideal,G,SI1,61.8,55.0,4.08,4.11,2.53,377
14721,0.72,Ideal,F,SI2,62.0,57.0,5.72,5.76,3.56,2359
7370,0.32,Premium,D,VVS2,,60.0,4.37,4.41,2.7,926
10949,0.34,Very Good,F,VS2,62.5,57.5,4.4,4.45,2.77,730
3796,0.3,Premium,G,VVS2,60.8,58.0,4.38,4.34,2.65,878
1220,0.76,Premium,G,I1,63.0,55.0,5.83,5.74,3.65,1629
4528,0.28,Very Good,E,VVS1,61.1,60.0,4.17,4.21,2.56,646
863,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914
25774,0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2,1090
10154,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
13801,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
19528,1.01,Premium,F,VS2,61.6,59.0,6.43,6.39,3.95,6707
24519,0.94,Ideal,G,VVS1,62.4,58.0,6.22,6.27,3.9,6488
5353,1.54,Ideal,J,VVS2,62.8,58.0,7.32,7.37,4.61,9171
5558,0.38,Ideal,D,SI2,62.0,53.0,4.68,4.71,2.91,599
4412,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31,1812
23369,0.54,Ideal,H,VS1,61.9,56.0,5.24,5.2,3.23,1637
23422,1.31,Premium,H,VS2,61.4,59.0,7.01,6.96,4.29,7550
13417,0.81,Ideal,I,VS2,61.8,56.0,6.02,5.99,3.71,2939
11449,0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91,1170
8149,1.36,Ideal,I,SI1,,56.0,7.08,7.11,4.4,7218
26119,1.19,Ideal,G,VS1,62.4,54.0,6.78,6.81,4.24,9918
5875,0.4,Ideal,G,IF,61.8,55.0,4.75,4.79,2.95,1239
11033,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863
5304,1.51,Ideal,G,VS1,61.7,54.0,7.36,7.41,4.56,13818
6587,0.3,Ideal,F,VS2,60.9,56.0,4.35,4.39,2.66,573
287,1.03,Premium,J,SI1,61.1,61.0,6.49,6.44,3.95,3749
15325,0.72,Ideal,F,VS1,61.3,56.0,5.74,5.78,3.54,3759
23530,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,1370
7585,0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828
6847,1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,4987
15273,1.04,Premium,E,SI2,59.2,58.0,6.64,6.7,3.95,4484
22904,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,1656
26830,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,681
294,0.31,Premium,G,VS1,62.1,58.0,4.31,4.35,2.69,625
3594,0.54,Ideal,E,VVS2,61.1,57.0,5.27,5.24,3.21,2375
13858,1.51,Ideal,F,SI1,61.5,55.0,7.39,7.35,4.53,12152
19735,0.32,Premium,G,VVS2,,58.0,4.37,4.35,2.73,936
13899,0.35,Premium,I,VS1,60.7,62.0,4.59,4.53,2.77,709
916,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,680
2729,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1235
26731,0.3,Ideal,H,VS1,61.3,56.0,4.31,4.33,2.65,526
14508,0.41,Good,E,SI1,63.1,57.0,4.73,4.78,3.0,705
13777,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,5956
26800,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6695
13789,0.72,Very Good,G,VVS2,60.1,60.0,5.79,5.82,3.49,3449
5801,2.28,Premium,J,VS1,60.3,58.0,8.58,8.53,5.16,16174
5417,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1040
21862,0.66,Ideal,F,VS2,62.4,54.0,5.55,5.61,3.48,2648
13054,0.34,Ideal,H,SI1,62.6,56.0,4.48,4.46,2.8,628
19972,0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881
22885,0.4,Very Good,I,VVS2,,58.0,4.64,4.68,2.97,782
15138,1.04,Ideal,G,VS1,61.8,56.0,6.5,6.52,4.02,7467
21916,1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,7056
15000,1.52,Very Good,D,SI2,60.6,62.0,7.37,7.42,4.48,9389
6988,0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,872
21194,0.45,Premium,I,SI1,60.3,59.0,4.99,4.93,2.99,941
9930,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,552
19090,1.01,Good,J,SI1,63.6,54.0,6.44,6.36,4.07,3665
9252,1.0,Very Good,F,SI2,62.9,59.0,6.27,6.38,3.98,4037
11542,0.74,Premium,F,VS2,,58.0,5.77,5.72,3.58,2560
8128,0.93,Ideal,I,SI2,62.3,57.0,6.2,6.22,3.87,3101
13134,0.56,Ideal,E,VS2,61.5,57.0,5.27,5.3,3.25,1819
17251,2.03,Ideal,J,SI2,62.1,57.0,8.06,8.12,5.02,12716
6508,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.35,2.68,658
10297,0.23,Ideal,G,VVS1,60.8,57.0,3.96,3.99,2.41,536
117,0.81,Premium,F,SI1,61.9,59.0,5.97,5.95,3.69,3043
12390,0.43,Ideal,D,SI1,62.5,55.0,4.8,4.83,3.01,774
8089,0.9,Good,D,SI2,60.3,64.0,6.1,6.14,3.69,3534
9041,0.3,Good,G,VS1,63.1,59.0,4.25,4.27,2.69,605
2936,0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
16177,0.44,Premium,G,VS1,62.3,59.0,4.87,4.82,3.02,1031
22492,0.77,Very Good,G,VS2,62.8,59.0,5.81,5.84,3.66,3124
23159,1.23,Premium,I,SI1,60.3,60.0,6.95,6.88,4.17,4133
24135,0.33,Ideal,G,VVS1,62.2,57.0,4.41,4.46,2.76,868
8937,1.06,Ideal,I,SI1,62.2,56.0,6.49,6.53,4.05,4313
9686,1.52,Fair,H,VS2,62.1,66.0,7.33,7.13,4.5,8674
13237,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1232
17284,1.09,Very Good,F,VS1,62.9,58.0,6.51,6.55,4.11,7598
2067,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,7145
20969,1.12,Ideal,G,VVS2,61.5,57.0,6.65,6.67,4.1,10305
1072,1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175
14921,1.0,Premium,E,VVS2,61.6,59.0,6.46,6.42,3.97,9050
19740,0.42,Premium,G,VS1,60.6,58.0,4.95,4.82,2.96,984
1721,1.07,Ideal,H,SI1,61.0,56.0,6.6,6.68,4.05,5281
9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
21208,1.5,Very Good,H,SI2,63.1,57.0,7.16,7.27,4.55,7495
25968,1.02,Premium,G,VS2,62.7,58.0,6.45,6.4,4.03,6169
1238,1.7,Premium,D,SI2,63.0,59.0,7.67,7.6,4.81,11138
20331,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,3971
13723,0.4,Ideal,E,VS2,61.1,56.0,4.77,4.75,2.91,975
20602,0.32,Premium,I,VS2,62.2,59.0,4.37,4.35,2.71,576
19722,1.04,Very Good,D,SI1,58.9,58.0,6.66,6.69,3.93,6138
13959,0.31,Ideal,E,VS2,61.7,55.0,4.38,4.41,2.71,642
23188,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1333
14955,1.01,Premium,F,VS1,60.4,59.0,6.54,6.5,3.94,7409
3879,0.59,Very Good,I,VVS1,62.8,58.0,5.3,5.34,3.34,1709
10030,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,2363
8234,0.57,Ideal,F,VS1,61.9,55.0,5.34,5.32,3.3,2189
19786,1.32,Premium,F,VS1,61.7,59.0,6.95,6.99,4.3,10977
19215,0.9,Premium,G,SI1,62.2,60.0,6.1,6.16,3.81,3734
16353,0.38,Ideal,I,VS1,61.9,54.1,4.64,4.71,2.89,703
2579,0.33,Ideal,H,IF,61.6,55.0,4.48,4.51,2.77,838
14757,2.02,Premium,I,SI2,62.9,60.0,8.05,8.01,5.05,13991
19727,0.58,Ideal,E,SI1,61.6,55.0,5.38,5.33,3.3,1758
1124,0.35,Ideal,F,VVS1,61.8,54.0,4.53,4.56,2.81,945
4519,1.1,Very Good,G,VVS1,,60.0,6.59,6.67,4.07,9257
13226,0.37,Ideal,E,VVS2,61.6,55.0,4.62,4.63,2.85,1162
2224,0.94,Good,D,SI1,63.6,56.0,6.25,6.2,3.96,4790
9045,0.31,Ideal,G,VVS2,61.8,56.0,4.31,4.36,2.68,707
13133,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,1682
15176,1.14,Ideal,G,VS1,62.3,56.0,6.73,6.7,4.18,7948
12699,1.0,Good,H,VS1,62.1,64.0,6.4,6.18,3.91,4732
19000,0.93,Ideal,E,SI1,62.2,55.0,6.24,6.27,3.89,4374
19941,1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,6874
1480,0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,2797
23827,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,11540
21802,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
12638,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,544
6037,0.59,Ideal,I,SI1,61.7,55.0,5.41,5.39,3.33,1352
3373,2.3,Ideal,J,SI1,62.3,57.0,8.41,8.34,5.22,12316
91,0.5,Ideal,F,VVS2,62.3,57.0,5.06,5.08,3.16,1850
423,0.9,Ideal,G,SI2,,56.0,6.14,6.19,3.85,3500
11929,0.26,Very Good,D,VVS2,62.8,60.0,4.01,4.05,2.53,554
24518,0.7,Good,F,VS1,59.7,63.0,5.76,5.79,3.45,2819
16703,0.93,Very Good,I,VS1,62.5,58.0,6.2,6.25,3.89,3562
11489,1.51,Premium,E,SI1,60.6,59.0,7.45,7.41,4.5,12738
18977,1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,5647
23028,0.32,Premium,E,VS2,62.6,58.0,4.4,4.36,2.74,900
24154,0.34,Ideal,F,VVS1,62.0,56.0,4.45,4.49,2.77,967
10481,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
8743,0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,1331
11792,0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858
12762,0.35,Ideal,G,VS1,60.6,56.0,4.57,4.6,2.78,706
5315,0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74,723
16043,2.05,Good,G,I1,56.9,58.0,8.46,8.3,4.77,7026
18603,0.7,Good,D,SI2,59.3,60.0,5.74,5.8,3.42,2461
9145,0.93,Ideal,E,SI2,60.5,54.0,6.4,6.38,3.87,4858
26139,0.3,Ideal,F,VVS1,61.7,58.0,4.26,4.3,2.64,814
20907,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
14327,0.41,Premium,F,VVS2,60.6,58.0,4.84,4.79,2.92,1192
2994,0.33,Very Good,G,VVS1,62.8,59.0,4.38,4.44,2.77,868
24595,0.7,Very Good,G,SI1,64.3,56.0,5.56,5.58,3.58,2517
4167,1.56,Premium,F,SI1,60.5,59.0,7.54,7.49,4.55,9120
22850,1.12,Premium,F,SI2,61.6,58.0,6.69,6.63,4.1,4654
11106,1.52,Premium,H,SI2,60.7,60.0,7.55,7.32,4.5,6544
10607,0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68,661
19214,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,7741
12552,1.1,Very Good,H,VS2,61.3,58.0,6.63,6.74,4.1,5914
24230,0.46,Very Good,I,VVS1,,57.0,4.91,4.95,3.1,1163
12462,0.7,Good,H,VVS2,60.5,62.0,5.66,5.74,3.45,2611
7154,1.51,Ideal,G,VS1,62.8,56.0,7.29,7.24,4.56,13811
20371,0.52,Very Good,G,SI1,59.4,60.0,5.23,5.28,3.12,1267
24810,0.47,Ideal,D,VVS1,61.9,54.0,4.98,5.0,3.09,2378
17234,1.24,Ideal,H,VS1,61.6,56.0,6.95,6.87,4.26,7743
14302,1.02,Very Good,D,IF,62.7,57.0,6.36,6.46,4.02,15306
24844,1.03,Ideal,E,SI1,62.2,57.0,6.42,6.48,4.01,5234
10564,0.3,Good,H,VS1,63.9,55.0,4.28,4.26,2.73,675
8397,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74,16240
6144,0.9,Ideal,E,SI2,61.9,54.0,6.23,6.18,3.84,3958
20496,2.07,Ideal,H,SI2,63.5,53.0,8.12,8.09,5.14,18198
16168,1.21,Ideal,I,SI2,60.6,56.0,6.94,6.92,4.2,5184
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
5528,0.6,Very Good,H,VS2,60.8,60.0,5.39,5.44,3.29,1557
3406,1.51,Premium,I,SI1,58.6,62.0,7.51,7.45,4.38,8574
1571,1.02,Ideal,E,SI2,62.7,57.0,6.35,6.44,4.01,4585
9864,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
13186,0.5,Premium,E,VS2,62.7,59.0,5.02,5.06,3.16,1559
23233,1.21,Premium,G,SI2,,58.0,6.9,6.96,4.18,5430
4114,0.51,Ideal,E,VVS2,60.7,58.0,5.19,5.17,3.14,2545
5327,0.71,Very Good,G,SI1,58.2,57.0,5.89,5.93,3.44,2039
18356,0.7,Premium,D,VS2,60.9,57.0,5.71,5.69,3.47,2909
23042,0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3,1851
23431,0.43,Very Good,I,VVS2,62.8,58.0,4.8,4.82,3.02,850
7164,1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64,10428
8481,1.22,Premium,H,VS1,62.7,56.0,6.82,6.74,4.25,7105
19322,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4672
3482,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,3471
1358,1.0,Ideal,E,VS2,59.6,57.0,6.43,6.42,3.83,7168
7826,0.32,Ideal,G,VVS1,61.8,55.0,4.4,4.43,2.73,814
9622,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,453
10014,0.51,Very Good,F,VS1,63.3,59.0,5.09,5.12,3.23,1722
4744,2.28,Ideal,G,SI2,61.6,57.0,8.44,8.37,5.18,13907
21581,0.41,Ideal,H,SI1,62.9,55.0,4.82,4.75,3.01,876
3355,2.06,Good,H,I1,64.3,58.0,8.03,7.99,5.15,6091
1322,0.5,Ideal,E,VS2,62.2,56.0,5.12,5.11,3.18,1629
7715,1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,5816
9443,1.51,Premium,F,SI1,62.3,61.0,7.29,7.22,4.52,10866
